city,text,sentiment,created_at 
"New York, USA",@annecsteelerfan @Stepp_Ron57 @pattychampion1 @PressRey @lno09281978 @Brianrossignol2 @TerryBdattd @MikeZimmersEars? https://t.co/QvU9pMNUJi,0,Sun Mar 31 23:26:57 +0000 2019
"Ottawa, Ontario",I?m laughing to ease tension here.. it?s not actually funny. Just easier to cope with when we laugh ha ha ha,0,Sun Mar 31 23:27:00 +0000 2019
"New York, USA",??madisonsquaregarden with dan &amp; greg. https://t.co/blo25y49g0,0,Sun Mar 31 23:27:10 +0000 2019
"Ottawa, Ontario",@Liams_Hockey @CrazyJamesAB @JMercptbo @Dave_Stubbs @NHL I'd put the odds of Gretz opposing that at 14 billion to o? https://t.co/PBLIqv42V0,0,Sun Mar 31 23:27:32 +0000 2019
"New York, USA",@JustPlainT @DragonMom98 @MsAFromBK @buffalo_beth @Jack_WanderS @Brian102384 @lno09281978 @JeremyGregoret1? https://t.co/OJRjPlDcJT,0,Sun Mar 31 23:27:32 +0000 2019
Canad?,"????????????????
????????????????
????????????????
????????????????
????????????????
????????????????
????????????????
???????????????? https://t.co/xHnK9EBKt1",0,Sun Mar 31 23:27:35 +0000 2019
"New York, USA","@LizLiz_Di @Cajun_Chick_25 @BigJimLedbetter And because he has Violated his Oath of Office, he Should Be Forced To? https://t.co/QfynOWy6Ru",0,Sun Mar 31 23:27:50 +0000 2019
"Nueva York, USA",Missin then as hell https://t.co/MmzAjLCEI7,0,Sun Mar 31 23:27:51 +0000 2019
"Ottawa, Ontario","@VictorFedeli ?Today?s the last day to pollute for free; from today forward, you are being incentivized to use less? https://t.co/hPdGxrwo0h",0,Sun Mar 31 23:27:51 +0000 2019
"Ottawa, Ontario",&amp; I seem less intense and it?s more in line with my personality ??????? haaaay,0,Sun Mar 31 23:27:54 +0000 2019
"New York, USA",@AdamZagoria THE ORIGINAL!!! SYRACUSE 2003!!!,0,Sun Mar 31 23:27:58 +0000 2019
"New York, USA","Hey, something happened! Josh Anderson rifles a shot home for the Blue Jackets, who lead, 4-0.",0,Sun Mar 31 23:27:58 +0000 2019
"Gatineau, Qu?bec","@HotGurlNyy Yo what the fuck is wrong with you, take this down you piece of shit",1,Sun Mar 31 23:27:59 +0000 2019
"New York, USA","So this was pretty cool! Had my 1st order for a 30x40 sized canvas of this beauty from Switzerland ????
Pretty cool t? https://t.co/kPqp9LobTP",0,Sun Mar 31 23:28:02 +0000 2019
"New York, USA",@pham1717 Hes a back up,0,Sun Mar 31 23:28:04 +0000 2019
"New York, USA","For the 20th anniversary of the #Matrix, our biggest fan embraced his inner Neo. #keanureeves https://t.co/DgY0OVl6NG",0,Sun Mar 31 23:28:05 +0000 2019
"New York, USA","Lucy Flores, stop. Just stop",0,Sun Mar 31 23:28:11 +0000 2019
"New York, USA",@Thomas1774Paine Ilhan Omar should flee the USA right now without delay! ??,0,Sun Mar 31 23:28:13 +0000 2019
"New York, USA",Hey NamJoon... @BTS_twt  #BTSPedia  #AprilFools  #MAP_OF_THE__SOUL_PERSONA  @BTS_VintageARMY  @Purple_Dali https://t.co/09Mb95bJCz,0,Sun Mar 31 23:28:21 +0000 2019
"New York, USA",Hey JungKook... @BTS_twt  #BTSPedia  #AprilFools  #MAP_OF_THE__SOUL_PERSONA  @BTS_VintageARMY  @Purple_Dali https://t.co/CJXNDWJs8d,0,Sun Mar 31 23:28:23 +0000 2019
"New York, USA",Hey BTS....@BTS_twt  #BTSPedia  #AprilFools  #MAP_OF_THE__SOUL_PERSONA  @BTS_VintageARMY  @Purple_Dali https://t.co/91GbXPEHS4,0,Sun Mar 31 23:28:24 +0000 2019
"New York, USA",Hey BTS... @BTS_twt  #BTSPedia  #AprilFools  #MAP_OF_THE__SOUL_PERSONA  @BTS_VintageARMY  @Purple_Dali https://t.co/RLLTykxjWX,0,Sun Mar 31 23:28:25 +0000 2019
"New York, USA",@uofl @UofLWBB @A_Hooper25 @aricuuuh @SamFuehring They never quit and the State of Kentucky and the fans of? https://t.co/5TYCUd35w0,0,Sun Mar 31 23:28:27 +0000 2019
"New York, USA",@RandyScottESPN Save it for Hack in my Day hahaha,0,Sun Mar 31 23:28:32 +0000 2019
"New York, USA",Hey Tae.... @BTS_twt  #BTSPedia  #AprilFools  #MAP_OF_THE__SOUL_PERSONA  @BTS_VintageARMY  @Purple_Dali https://t.co/2HkbLPQNEO,0,Sun Mar 31 23:28:39 +0000 2019
"New York, USA","Played a #2timz set in my slippers last night, can I get a... @ Rochester, New York https://t.co/B3izudksPr",0,Sun Mar 31 23:29:03 +0000 2019
"New York, USA",@alex_kirshner What about Jones? He going?,0,Sun Mar 31 23:29:05 +0000 2019
"Gatineau, Qu?bec","@HotGurlNyy For real take this shit down, the fuck is wrong with you",1,Sun Mar 31 23:29:15 +0000 2019
"New York, USA",@BillHoppeNHL What a bad year he has had. Not worth keeping year any goalie off the streets can play as good as our goalies. Both stunk,1,Sun Mar 31 23:29:20 +0000 2019
"New York, USA",Huge day for NY women as we sent team down to VA Beach to compete in the inaugural NHSCA National Championships for? https://t.co/KavvNUHKjz,0,Sun Mar 31 23:29:24 +0000 2019
"New York, USA",Hey J-Hope.... @BTS_twt  #BTSPedia  #AprilFools  #MAP_OF_THE__SOUL_PERSONA  @BTS_VintageARMY  @Purple_Dali https://t.co/rhEi6Lnt8a,0,Sun Mar 31 23:29:43 +0000 2019
"New York, USA","@algaepal trying to explain homosexuality as a spectrum to our grandma: ?Gram, everyone is gay.? 

Is probably the highlight of my life",1,Sun Mar 31 23:29:44 +0000 2019
"New York, USA",#Sabres https://t.co/q99RVEzLWR,0,Sun Mar 31 23:29:47 +0000 2019
"Ottawa, Ontario",@RealMuckmaker The pants?????,0,Sun Mar 31 23:30:01 +0000 2019
"Ottawa, Ontario",The Suro?t passing through the narrows! Coooool! #explorenl #spmexception @LegendaryCoasts @TourismeSPM,0,Sun Mar 31 23:30:09 +0000 2019
"Ottawa, Ontario","@MacLeodLisa ?Today?s the last day to pollute for free; from today forward, you are being incentivized to use less,? https://t.co/GhorFQ1AWH",0,Sun Mar 31 23:30:14 +0000 2019
"Gatineau, Qu?bec","@balldntlie Take this down, tf is wrong with you",1,Sun Mar 31 23:30:14 +0000 2019
"Ottawa, Ontario",How mindfulness can help Ph.D. students deal with mental health challenges https://t.co/Gxhw2OzhX6,0,Sun Mar 31 23:30:22 +0000 2019
"New York, USA",?? When you?re in the top three in two pools heading into the weekend and proceed to go 0-4 on #FinalFour picks. ??? https://t.co/NfKLSCaNfH,0,Sun Mar 31 23:30:23 +0000 2019
"New York, USA",Magic night at Brooklyn ? Brooklyn Bridge https://t.co/RMUR3IEh65,0,Sun Mar 31 23:30:27 +0000 2019
"Ottawa, Ontario",7:28pm: sunset,0,Sun Mar 31 23:30:29 +0000 2019
"New York, USA",I remember someone tweeted we need to protect Nipsey cause of that documentary he's doing on Dr. Sebi.,0,Sun Mar 31 23:30:38 +0000 2019
"New York, USA",Hey NamJoon... @BTS_twt  #AprilFools  #BTSPedia  #MAP_OF_THE__SOUL_PERSONA  @BTS_VintageARMY  @Purple_Dali https://t.co/1ZJYCheVcm,0,Sun Mar 31 23:30:38 +0000 2019
"New York, USA","@sianoresist Olivia 12, Kayla 9, Anastasia 3 and Joseph 2 they deserve clean air and water. Sensible gun control (I? https://t.co/WiybxCCUeI",0,Sun Mar 31 23:30:41 +0000 2019
Canada,"@shawn4229 @RT_com .. scratch a CNN anchor and you reveal a variety show host wannabe.
#Murica",0,Sun Mar 31 23:30:42 +0000 2019
"New York, USA","If that?s true, that?s amazing journalism",1,Sun Mar 31 23:30:42 +0000 2019
"New York, USA",Huey from the boondocks been said it. You cant fight the future. You'll just waste your time trying.,1,Sun Mar 31 23:30:50 +0000 2019
"Gatineau, Qu?bec",@Dodgers @maxmuncy9 YEAH!!! way to go @maxmuncy9,0,Sun Mar 31 23:30:55 +0000 2019
"Ontario, Canada",Bracket. Busted.,0,Sun Mar 31 23:30:58 +0000 2019
"New York, USA","Take that Christian Laettner! 

 https://t.co/leHDuCTavA",0,Sun Mar 31 23:30:58 +0000 2019
"Ottawa, Ontario",Ottawa: 7:28pm: sunset,0,Sun Mar 31 23:31:01 +0000 2019
"New York, USA",Fuck Dook #MarchMadness,1,Sun Mar 31 23:31:13 +0000 2019
"New York, USA",@ByJerrySullivan Captain Jack and his friends quit on Phil  no team other than the Sabres could go 14-32-7  many nh? https://t.co/3QG62u9V2j,0,Sun Mar 31 23:31:21 +0000 2019
"Gatineau, Qu?bec","@blogboyzHQ Take this down, you?re disgusting for putting this up for clout",0,Sun Mar 31 23:31:21 +0000 2019
"New York, USA",@ABC Racists,0,Sun Mar 31 23:31:24 +0000 2019
"New York, USA",@Cha51brolll19 Mr &amp; Mrs. Alternative Facts LOL!,0,Sun Mar 31 23:31:33 +0000 2019
"New York, USA","So after having great baked pimento cheese last night , we thought we could try to do it ourselves...  well yeah!!!? https://t.co/XJ3PJkOcHJ",0,Sun Mar 31 23:31:34 +0000 2019
"New York, USA","Sad to see Dems discount Lucy Flores?s encounter with Joe Biden, on the grounds she supported Bernie in 2016.

Bern? https://t.co/HBrTHhOe0p",0,Sun Mar 31 23:31:41 +0000 2019
"New York, USA","@algaepal Yo same, kudos to you because I?m just so over it and smile and nod and ignore it lmao",0,Sun Mar 31 23:31:49 +0000 2019
"New York, USA","@benjamin101005 @jerrytheazzman @evanhubbard40 @StonedPhillyFan Yes.
Enjoy! 
And
Always loved @MotleyCrue
Good luck? https://t.co/KF9hbWymHg",0,Sun Mar 31 23:31:55 +0000 2019
"New York, USA","Ausable, W. Branch 1: Running https://t.co/AwC1fD3Dys",0,Sun Mar 31 23:32:05 +0000 2019
"New York, USA",This will be me soon cant wait https://t.co/lzHcjBrOQ4,1,Sun Mar 31 23:32:16 +0000 2019
"Ottawa, Ontario",Like and honestly it?s amazing how much more time you have when you?re single. Like my ex isn?t taking up all my ti? https://t.co/1XFcNjnpI9,0,Sun Mar 31 23:32:16 +0000 2019
"New York, USA","Nipsey bout to make a documentary about health and the teachings of a man who cured cancer and now he dead. 

They? https://t.co/6XsAycyzK2",0,Sun Mar 31 23:32:17 +0000 2019
"New York, USA",@RedSox That?s great. Now how about our pitching staff shows up????,0,Sun Mar 31 23:32:35 +0000 2019
"Ottawa, Ontario",@MTNuyens @MotherTeresaHS @OttCatholicSB @BusinessBuzzMT This is fabulous!!! Congratulations! Incredible experiences &amp; learning ahead!!,0,Sun Mar 31 23:32:36 +0000 2019
"New York, USA",He looks great and God Bless him.,0,Sun Mar 31 23:32:39 +0000 2019
"Ottawa, Ontario",@JackieRunner Thanks but we are kinda used to it here.  Awkward time between everything frozen (and running in spik? https://t.co/qbNuId4ec8,0,Sun Mar 31 23:32:41 +0000 2019
"Ottawa, Ontario",@daniellopezmft Happy bday Lopes! Enjoy the happy times now because next Saturday @CanadiensMTL will eliminate? https://t.co/kZU8yizZjG,0,Sun Mar 31 23:32:53 +0000 2019
"New York, USA",Hey JungKook...@BTS_twt  #AprilFools  #BTSPedia  #MAP_OF_THE__SOUL_PERSONA  @BTS_VintageARMY  @Purple_Dali https://t.co/O3GBIlkBWn,0,Sun Mar 31 23:33:03 +0000 2019
"New York, USA",Dinner. Shrimp po?boy on fresh-made New Orleans style French bread. https://t.co/wY5h83Vb6D,0,Sun Mar 31 23:33:19 +0000 2019
"Ottawa, Ontario",Don?t listen to him he?s trying to force me to play respawn,1,Sun Mar 31 23:33:21 +0000 2019
"Ottawa, Ontario",Blaze one for the Cause. See you this Friday at @mavericksbar with four amazing bands including @odonisodonis. Smok? https://t.co/deHzWugeHs,1,Sun Mar 31 23:33:29 +0000 2019
"Ottawa, Ontario","Need new skates this April? For every $100 spent on #newskates, get 1 #skatesharpening added to your @SkateSkan acc? https://t.co/FGlcVxcsza",0,Sun Mar 31 23:33:38 +0000 2019
"New York, USA",@TKLittles Wilbon was right!    @RealMikeWilbon   https://t.co/leHDuCTavA,0,Sun Mar 31 23:33:39 +0000 2019
"Ottawa, Ontario",@rquipp STRONG olive game! ??,0,Sun Mar 31 23:33:53 +0000 2019
"New York, USA",I was in 93 meetings today,0,Sun Mar 31 23:33:56 +0000 2019
"Gatineau, Qu?bec",Putain c?est grave,0,Sun Mar 31 23:34:11 +0000 2019
"New York, USA","Turned your show off..not interested in such obvious political hitjobs.
Not good for your ratings.",0,Sun Mar 31 23:34:22 +0000 2019
Canada,"3-0 #Coyotes .. they stay alive in the playoff hunt .. Kuemper, a BEAST, once again.
@joeyalfieri",1,Sun Mar 31 23:34:24 +0000 2019
"New York, USA",@WoodyHarrelson @tomhanks You and Wesley snipes should get back together for ?white men can?t jump two?. I think ??? https://t.co/68Q9flzLW5,0,Sun Mar 31 23:34:24 +0000 2019
"New York, USA",@lukekellytravel Unfortunately there are people like that. That?s a reflection of who they are. Staying kind is a r? https://t.co/l6JQeHgVfn,0,Sun Mar 31 23:34:27 +0000 2019
"Ottawa, Ontario","@HarsellNancy Delish! Complete game changer, really.",0,Sun Mar 31 23:34:29 +0000 2019
"Ottawa, Ontario",How I imagine @SnidySenses looks at her phone when I text her Marvel universe questions I could easily google https://t.co/TO3ElLAF5H,0,Sun Mar 31 23:34:33 +0000 2019
"Ottawa, Ontario",One will get it together the other not. Winn + Tor -,0,Sun Mar 31 23:34:43 +0000 2019
"New York, USA",Yankees look terrible rn playing against this triple- a @Orioles team,0,Sun Mar 31 23:34:50 +0000 2019
"New York, USA",@recordarchive https://t.co/ztgrP5c6XQ,0,Sun Mar 31 23:34:58 +0000 2019
"New York, USA",@jomecki Agreed!,0,Sun Mar 31 23:35:07 +0000 2019
"New York, USA",Nipsey Hussle has been such a big motivator in my life. I?m praying God keeps him here. #PrayforHussle,0,Sun Mar 31 23:35:16 +0000 2019
"Ottawa, Ontario",Everything surrounding this is so peak 2019 that I don't even know where to begin.,0,Sun Mar 31 23:35:24 +0000 2019
"New York, USA",I quit my job &amp; i feel like i got weight lifted off my shoulders,1,Sun Mar 31 23:35:31 +0000 2019
Canada,@meranofer2 @elhawy64 ????,0,Sun Mar 31 23:35:45 +0000 2019
"New York, USA","*Nipsey preparing to make a documentary about Dr. Sebi and health to help the black community*

Illuminati: https://t.co/p4UkObj5i4",1,Sun Mar 31 23:35:49 +0000 2019
"New York, USA",So the first thing I am doing on my cruise is this no lie I am getting a pic of me doing this https://t.co/pC69oCmfw4,0,Sun Mar 31 23:35:56 +0000 2019
"New York, USA",@ramzy Phenomenal,0,Sun Mar 31 23:36:04 +0000 2019
"Ottawa, Ontario","@ea_morrison I don?t really enjoy dill, unless it?s a pickle. I just haven?t been able to get into it.",0,Sun Mar 31 23:36:22 +0000 2019
"New York, USA",?? https://t.co/Jnj9g8KAXU,0,Sun Mar 31 23:36:38 +0000 2019
"New York, USA",@MyBlueWorld777 Ha. We had pork chops too. With spatzel.,0,Sun Mar 31 23:36:54 +0000 2019
"Ottawa, Ontario","current weather in Ottawa: snow, 0?C
67% humidity, wind 6kmh, pressure 1011mb",0,Sun Mar 31 23:36:58 +0000 2019
"Ottawa, Ontario",@stoddatm Thank you for spreading the word Teena,0,Sun Mar 31 23:37:01 +0000 2019
"Ottawa, Ontario","@lparkpc @RodPhillips01 ?Today?s the last day to pollute for free; from today forward, you are being incentivized t? https://t.co/2bE2nsJ1jP",0,Sun Mar 31 23:37:01 +0000 2019
"New York, USA",@oldtiredfeminis I stand with Joe for a lot of reasons.,0,Sun Mar 31 23:37:10 +0000 2019
"New York, USA",Cleared: Incident on #CrossBayBridge Both directions,0,Sun Mar 31 23:37:14 +0000 2019
"New York, USA",Cleared: Incident on #BronxwhitestoneBridge Both directions,0,Sun Mar 31 23:37:15 +0000 2019
"New York, USA",Cleared: Incident on #ThrogsNeckBridge Both directions,0,Sun Mar 31 23:37:15 +0000 2019
"New York, USA",Cleared: Incident on #QueensMidtownTunnel Both directions,0,Sun Mar 31 23:37:15 +0000 2019
"New York, USA",Cleared: Incident on #CrossBayBridge Both directions,0,Sun Mar 31 23:37:16 +0000 2019
"New York, USA",Cleared: Incident on #MarineParkwayBridge Both directions,0,Sun Mar 31 23:37:16 +0000 2019
"Ottawa, Ontario","@MichaelTibollo @RodPhillips01 ?Today?s the last day to pollute for free; from today forward, you are being incenti? https://t.co/VT2hMJBL7D",0,Sun Mar 31 23:37:16 +0000 2019
"Ottawa, Ontario",Too much hate in this world sickening prayers up to anyone whose lost or had someone suffer from gun violence that ish ain?t right,1,Sun Mar 31 23:37:17 +0000 2019
"Ottawa, Ontario",We are thrilled with our 2019 Auditions! We have selected 27 athletes to our All-Girl Cheer team &amp; Co-Ed Cheer Team? https://t.co/e1vD16OZpa,0,Sun Mar 31 23:37:19 +0000 2019
"Ottawa, Ontario",It?s been well over a month since I lost Jers and this weekend has been incredibly rough. Grief comes and goes in w? https://t.co/aNSGaY78R2,1,Sun Mar 31 23:37:20 +0000 2019
"New York, USA",@nakedcapsid ?denuded??,0,Sun Mar 31 23:37:26 +0000 2019
"Ottawa, Ontario","@stcrawford2 @RodPhillips01 ?Today?s the last day to pollute for free; from today forward, you are being incentiviz? https://t.co/XythsJlUlk",0,Sun Mar 31 23:37:30 +0000 2019
"New York, USA","The second period ends, and the boos get a little louder as Columbus has a 4-0 lead after 40 minutes. That may have? https://t.co/nyG81WcrXt",1,Sun Mar 31 23:37:31 +0000 2019
"New York, USA",Just posted a photo @ Wall Street https://t.co/njQ8pC0Fp4,0,Sun Mar 31 23:37:34 +0000 2019
"Ottawa, Ontario","Maybe if the great Coach K actually tested his team in Canada by not ducking Carleton, things would have been different.",0,Sun Mar 31 23:37:36 +0000 2019
"Ottawa, Ontario",@grantmccagg @CrazyJamesAB @JMercptbo @Dave_Stubbs @NHL 100%.   I feel the same way.,1,Sun Mar 31 23:37:46 +0000 2019
"Ottawa, Ontario",@hurdish Me too! It honestly just feels better. Like I?m my own person weeee,0,Sun Mar 31 23:37:47 +0000 2019
"New York, USA",Smh,0,Sun Mar 31 23:37:52 +0000 2019
"Ottawa, Ontario","Hmm, maybe our agency should adopt that policy",0,Sun Mar 31 23:37:59 +0000 2019
"New York, USA",@FaceTheNation @CBSNews @SenRickScott One question why shouldn?t every human being have coverage do you?,0,Sun Mar 31 23:38:03 +0000 2019
"Ottawa, Ontario","Nephew asked me to get him some chips. I told him that chips are against my religion. ?? 

I offered some meat instead.",1,Sun Mar 31 23:38:09 +0000 2019
"New York, USA",@KFelicello @TeacherAndAdmin @ShellTerrell @cultofpedagogy @Katiemc827 @bethhill2829 @DisruptedTv @MSSBullyingBlog? https://t.co/o9aNbg3f0h,0,Sun Mar 31 23:38:09 +0000 2019
"New York, USA",I am so proud to be an auntie again get here soon my little Gia Samantha!!! ???? The shower was beautiful thank you f? https://t.co/1DyYNarrpv,1,Sun Mar 31 23:38:21 +0000 2019
"Ottawa, Ontario",@brittanygawley @eventbrite @LoveAndBananas @ElephantNatureP @AquatopiaEvents @AshMichaelBell @NatureCanada We can't wait either! ?????,0,Sun Mar 31 23:38:26 +0000 2019
"New York, USA",@iheartmindy @Alyssa_Milano @BrianKempGA @billprady @BillyBaldwin @RobertsEmma @RileyKeough @evanrachelwood? https://t.co/F67qZnKVu6,0,Sun Mar 31 23:38:28 +0000 2019
"New York, USA",@Tonia8675309 @dougarrell @BJSquirrel @OklahomaPatrio1 @MarciaBunney @impinkestgirl @Sand628Sandy @unbrokeMs1? https://t.co/kqcAkeXyUg,0,Sun Mar 31 23:38:30 +0000 2019
"New York, USA",?????? https://t.co/U7mDvImFf0,0,Sun Mar 31 23:38:42 +0000 2019
"Ottawa, Ontario",Ils veulent pas aue j'ai t'oublie,0,Sun Mar 31 23:38:49 +0000 2019
"New York, USA","When people talk of climate change, carbon reduction, etc., the focus always on sustainability as an effort to stop? https://t.co/wgHu8iBsLA",0,Sun Mar 31 23:38:49 +0000 2019
"Gatineau, Qu?bec",@karloess @nel23x @yasmeenzee1,0,Sun Mar 31 23:38:52 +0000 2019
"New York, USA",@RichSementa 19 bucks to cross now ...maybe he was jumping in to swim to Brooklyn,0,Sun Mar 31 23:38:58 +0000 2019
"New York, USA",@MeetThePress @NBCNews @SenJohnBarrasso How many people die waiting for health coverage,0,Sun Mar 31 23:39:04 +0000 2019
"Ottawa, Ontario",i really hope she's the one who tore his ACL by stabbing him in the knee while defending herself ?? #showerthoughts? https://t.co/XIq7AJcgu4,0,Sun Mar 31 23:39:11 +0000 2019
Canada,"4-0 #Coyotes (final)
Pull to within 1pt of #Avs for last playoff spot in the West.

#PlayoffWatch",0,Sun Mar 31 23:39:26 +0000 2019
"Ottawa, Ontario",@Dave_Stubbs @grantmccagg The poll I just put up would suggest many fans have some similar feelings. ??,0,Sun Mar 31 23:39:30 +0000 2019
"New York, USA","#Yankees can?t hit with RISP , wtf! Getting real old https://t.co/Qm4AN1INDu",0,Sun Mar 31 23:39:34 +0000 2019
Canada,@Mohand72iii @MMAY20011 ??? ????? ???? ??????? ?????? ??????? ?????? ? ??????? ???????,0,Sun Mar 31 23:39:35 +0000 2019
"New York, USA",Rochester: 7:34pm: sunset,0,Sun Mar 31 23:40:19 +0000 2019
"Casselman, Ontario","?? #Sundays ????????
.
.
.
#CasselBrewery #Cassel #HopOn #shoplocal #supportlocal #drinklocal #Ottawacraftbeer #beer? https://t.co/Qfk9qZCixA",0,Sun Mar 31 23:40:28 +0000 2019
"New York, USA","@Joshua_A_Tait It is undeniable but that doesn't mean there aren't people who deny it.  Remember ""Liberal Fascism"" by Jonah Goldberg?",0,Sun Mar 31 23:40:36 +0000 2019
"New York, USA",@ABC @FiveThirtyEight That his approval rating is sl low continuously that?s the new normal,0,Sun Mar 31 23:40:39 +0000 2019
"New York, USA",@_taylormontalvo I need you to HOLD that baby in for just one more day if possible but it?ll probably have a lot of? https://t.co/MfgAXmXJPt,1,Sun Mar 31 23:40:43 +0000 2019
"Ottawa, Ontario","Oh yeah baby (@celliottability )
I am that stupid",1,Sun Mar 31 23:41:06 +0000 2019
"Ottawa, Ontario",Thank you @StLaurentCentre for hosting our 2019 auditions!,0,Sun Mar 31 23:41:11 +0000 2019
"Gatineau, Qu?bec",Donc le boug s?est fait tirer dessus devant son fils? Mais wesh ils ont aucune limite dans ce pays,0,Sun Mar 31 23:41:25 +0000 2019
"New York, USA","THIS. A. THREAD. ?? 
@sarahkendzior he sounds like you. My goodness I enjoy hearing voices of reason and clarity lik? https://t.co/8SSqVVVskk",0,Sun Mar 31 23:41:25 +0000 2019
"Ottawa, Ontario",Hubby has been making Haitian food all weekend...tonight it?s ?dough boys? in bean sauce (doumbrey ak sos pwa). ?? L? https://t.co/MkyIqPOofG,0,Sun Mar 31 23:41:29 +0000 2019
"Gatineau, Qu?bec",You know anyone FIT to work with a Realtor that has SOLID ethics &amp; knowledge in SALES and a professional consultant? https://t.co/yCDRSnoDg5,0,Sun Mar 31 23:41:34 +0000 2019
"New York, USA","@churchAlmighty God says, ""Man was only saved and forgiven his sins for his faith, but the sinful nature of man was? https://t.co/Yp2Enly4S1",0,Sun Mar 31 23:41:35 +0000 2019
"Ottawa, Ontario",@LLAPawsper It us https://t.co/8zLCl6pUfp,0,Sun Mar 31 23:41:46 +0000 2019
"New York, USA",https://t.co/3shjVInKWQ,0,Sun Mar 31 23:41:50 +0000 2019
"New York, USA",@BLMC88 Here ya go. I volunteer myself as tribute. https://t.co/ZYgOvquhhb,0,Sun Mar 31 23:41:53 +0000 2019
"Ottawa, Ontario",What an amazing weekend this was! We are so thankful to have had so many amazing people lend a helping hand to make? https://t.co/a4JdhfGbWg,0,Sun Mar 31 23:41:55 +0000 2019
"Ottawa, Ontario",@SabineNolke @CanadianForces @Pilotwin @Gem_OIJ Great post! Thanks for sharing.,0,Sun Mar 31 23:41:59 +0000 2019
"Ottawa, Ontario",Salsa music while cooking will never stop being a the best time of my life,0,Sun Mar 31 23:42:03 +0000 2019
"New York, USA",@Morrysn Sooo extra. We?d better start working on your wedding invites now ??,0,Sun Mar 31 23:42:04 +0000 2019
"New York, USA",Light it up blue. I love you Eli. https://t.co/MR34ZCHTzX,0,Sun Mar 31 23:42:18 +0000 2019
"New York, USA","@Katiemc827 Nearly same convo happening in your school right now with Ts I'm supporting. Yes. You fit right in here, Katie.",0,Sun Mar 31 23:42:20 +0000 2019
"Ottawa, Ontario","Double OT is underway! ??????

OJS has 0:20 left on the PP

?? @CKDJ1079 / https://t.co/DKIqhID2Ng
?? @MyHockeyTV 
???? https://t.co/ou4drwKlfC",0,Sun Mar 31 23:42:21 +0000 2019
"New York, USA",@adriandt31 @KAG4All She needs to be FORCED to Resign!! She is not of sound mind to be making Important Decisions c? https://t.co/26WGGiaykC,0,Sun Mar 31 23:42:23 +0000 2019
"Ottawa, Ontario","Met an incredibly inspiring individual yesterday ?? @silver7MA by the name of Daniel de Luis, a certified Wim Hof in? https://t.co/F2DxEE980s",0,Sun Mar 31 23:42:33 +0000 2019
"Ottawa, Ontario",@TheMossadIL Ain't karma a bitch?,0,Sun Mar 31 23:42:34 +0000 2019
"New York, USA",I miss being blonde,0,Sun Mar 31 23:42:37 +0000 2019
"Ottawa, Ontario",#snapchat! https://t.co/UdTd09EFCF,0,Sun Mar 31 23:42:41 +0000 2019
"New York, USA",https://t.co/tOHy3c60Ub,0,Sun Mar 31 23:42:46 +0000 2019
"New York, USA",@altamontsupreme @TStavole @RealCandaceO The issue is bigger than bathrooms. It's been already happening so I don't see the problem.,0,Sun Mar 31 23:42:48 +0000 2019
"Ottawa, Ontario",@spectatorindex This should make every cnd proud! Just need to work on the remaining 26%! #cdnpoli,0,Sun Mar 31 23:42:51 +0000 2019
"New York, USA",This team is a joke.,0,Sun Mar 31 23:42:57 +0000 2019
"Ottawa, Ontario",??!,0,Sun Mar 31 23:43:18 +0000 2019
"Ottawa, Ontario",@ShawvilleMurray Couldn?t hack it under pressure. I?m sure those 30 point wins helped though.,0,Sun Mar 31 23:43:22 +0000 2019
"Casselman, Ontario",@ottawahockey @BeerStoreDude @xBeannote @heatherington84 @SudburyHomebrew @Paul__G__ @linda_lballis @cellmavin? https://t.co/r2sVtqE6YL,0,Sun Mar 31 23:43:28 +0000 2019
"Ottawa, Ontario",@THEshabbs I got nothing.,0,Sun Mar 31 23:43:51 +0000 2019
Ottawa - Gatineau,"No #QP for the PM tomorrow, as the president of Israel is in town. #cdnpoli https://t.co/xXWJN38pMY",0,Sun Mar 31 23:44:06 +0000 2019
"New York, USA",@Katiemc827 And I think @KFelicello raises a good question: When are we using the language of our profession to inc? https://t.co/cEub94IWsO,0,Sun Mar 31 23:44:09 +0000 2019
"New York, USA",@FINALLEVEL @chrisrock Chris Rock kept it a buck Lol.. ??,0,Sun Mar 31 23:44:11 +0000 2019
"Ottawa, Ontario",@karen_surman Don?t tell me you?re a Pukie too.,0,Sun Mar 31 23:44:28 +0000 2019
"New York, USA",@FINALLEVEL Yes that is so true. Lol ??,1,Sun Mar 31 23:44:37 +0000 2019
"New York, USA",@lno09281978 @MikeZimmersEars @Brianrossignol2 @annecsteelerfan @Stepp_Ron57 @pattychampion1 @PressRey @TerryBdattd? https://t.co/1YftTo6nh7,0,Sun Mar 31 23:44:43 +0000 2019
"New York, USA",@CakeyBidness Did that a couple wks ago ??,1,Sun Mar 31 23:44:44 +0000 2019
"Ottawa, Ontario",@jonathansfrakes Must be the bone spurs!!,0,Sun Mar 31 23:44:46 +0000 2019
"New York, USA",@astralagenda do you like music? Do you like breathing?,0,Sun Mar 31 23:44:47 +0000 2019
"New York, USA",@emilyxmic I'm down with it ????,0,Sun Mar 31 23:44:52 +0000 2019
"New York, USA","????#God says, ""Man was only saved and forgiven his sins for his faith, but the sinful nature of man was not extirpat? https://t.co/XzYAJFcqna",0,Sun Mar 31 23:45:00 +0000 2019
